Restaurant name	Reviewer’s name	Review text
J Wata Temaki Bar	Katie K.	This place was amazing! I got the go set (includes 5 hand rolls), and the deep fried salmon cheese. I think my favorite was the salmon roll, but honestly everything was great. You can tell all the fish is really fresh too. On top of the food being great, the staff was also very friendly and attentive.	
J Wata Temaki Bar	Micheal R.	Great food and great service. If your feeling experimental try the wagyu with chopped wasabi and also the Ikura with shiso they marinate it in-house. Super great food and the freshly roasted seaweed takes it over the top.	
J Wata Temaki Bar	Mary K.	Let me start by saying, you need to Lyft or Uber here. Don't even try to mess with this parking situation, especially not on a weekend. Also, make a reservation, even if it's just two of you. It's all bar seating so it fills up quick. This is a small venue, in a busy complex, be prepared for a crowd. Now that all of that is out of the way, we get to the important stuff. The food. This is the best sushi I have ever had. I am not joking. This is NOT a \"California roll\" type joint. The \"rolls\" are more like non-cone hand rolls, focused on the one main ingredient. You are served them one by one, you watch the chef toast the seaweed, delicately add your main ingredient, \u0026 hand it to you (his hand to yours). You are not going to some generic \"sushi\" restaurant. You are about to have the highest quality seaweed, the best rice, the freshest most delicious fish, and everything is made in front of you. I recommend that you start with some sashimi appetizers, (the Yellowtail is my favorite). Also, the miso soup is incredible and if you order one of the prefix combos of rolls, it is included. Each person plan on get 3-5 rolls after appetizers if you're hungry \u0026 you can easily add more if you're hungry by the end. Everything is so fresh, including their wasabi \u0026 ginger. They even have I think 4 veggie rolls! Please go here, they put so much detail into making this place as great as it is. The wall art and lighting fixture above the bar, the warm staff, (SHOUT OUT TO JAMES!!!) everything about this place is incredible. Do not sleep on this. I promise you, best sushi experience in San Diego.	
J Wata Temaki Bar	Christina V.	I wanted to thank Chef Brian for the great service and made our dining experience as wonderful as it could be. Server Vincent with the great smile and didn't stop me from my #sundayfunday drinking. The host, I never got your name but I know you tried your best to help me understand the concept of the restaurant. That being said, we also went for the #grandopening event BOGOF #stealdeal. Of course, we went for the baller status and got the GO set. We really enjoyed the Maine \u0026 Blue Crab Temaki. They are served with a house creamy sauce. Best Spicy Tuna I ever had and it wasn't that crazy neon red color. Here is couple #freetips: Pass on the Wagyu Shabu. It was tender but bland. End your Temaki experience with Unagi. They boil it and torch it up and it is a just prefect way to end your meal. Try the white wine. Want to know a secret menu item? If you come an hour before they close, ask for the Brian's special. They can serve you the Shabu broth that has been simmering all day with Wagyu Beef. #extraprotein. You are welcome, friends. :)	
J Wata Temaki Bar	Morley J.	We spent $50+ at this place and left so hungry we had to find another spot in Convoy to eat at.  The food is decent - fish quality is similar to what you'd find at Poke bowl places (sashimi is not cut on the spot, but stored in Tupperware containers Subway style).  The idea of being served handmade temaki rolls from a chef at a bar is a pretty cool experience,  but then again you have to wait for the chef to cook one hand roll at a time for everyone seated at the bar - not a good idea when you're hungry! Overall the portions are too small and the quality is mediocre at best.  Maybe a good appetizer spot but not if you're looking for a good meal at a good price!	
J Wata Temaki Bar	Shingo H.	Went because the Kazunori in la is pretty dope. Same concept but falls short. Service was much slower than expected with subpar fish.	
J Wata Temaki Bar	Ally P.	I go to Kazu Nori in LA all the time (amazing) but could never find anything comparable in SD... until NOW! Best quality fish (not fishy) and just so tasty. My favorite sushi in SD hands down!!!	
J Wata Temaki Bar	Jay X.	I timed two recent visits for a time between lunchtime and dinner to avoid crowds and it paid off, immediate seating excellent service. The food was awesome, could taste the freshness of the various fish and seafood. The hot green tea is excellent as well. The staff are professional and skilled.  The cool decor and music add to the experience.	
J Wata Temaki Bar	katia m.	4.5 great fresh fish, they bring the rolls pretty fast, the temaki are really tasty, what this place has is freshness!!!!	
J Wata Temaki Bar	Ana C.	This is probably one of my new favorite spots in Convoy. No other place can touch their customer service. Plus, they have cute modern decor which makes you feel really comfortable.	
J Wata Temaki Bar	Jake T.	Fantastic experience here. Delightfully Unique. Good date spot or if you're just looking for something trendy and new. Lobster Temaki was my favorite, but everything was good.	
J Wata Temaki Bar	Joseph S.	Crispy hand rolls.  Cool combos, although I went for a la carts to have the wagyu and other specialty items. Did I mention crispy hand rolls.	
J Wata Temaki Bar	John W.	Bruh I don't know why these people in here writing fake reviews. Let me be straight with you, none of the people who wrote reviews probably have never been to a real sushi place. If you want real sushi, idk just don't go here. I ordered a sushi roll expecting a WHOLE SUSHI ROLL, but instead I got a cigar sized one that I finished in two bites. They have only have one guy working the sushi bar and everyone awkwardly sits across each other waiting for their sushi to be handed to them, yes, handed to them. Not on a plate, but straight up \"here's your sushi...\" If I'm going to spend roughly $16.45 on 4 rolls, I expect quality, hand-made (as advertised), full-sized rolls. If you see anyone walk in there, it's either their first time there or they have exhausted ALL other options in ALL the restaurants in Convoy. Please save your money, spare your wallet the pain, and stay home and make your own sushi.	
